"x","y","r","angle"
"1",1.13652440323494,5.96268131770194,24.5971347122764,2.89673971276025
"2",41.1745512359776,26.1374141522683,30.7372823498184,1.01664796547976
"3",45.6348924436606,17.2402243029792,26.8891078353016,0.696009086399897
"4",37.4774656447116,30.1489881912712,32.6289539806652,1.17839891448967
"5",43.17102316604,24.2765610192437,30.3238766951362,0.928255454170678
"6",7.75222751032561,27.819818722317,32.732674342286,2.12577867910925
"7",15.8014014165383,28.7284934585914,30.1652209058709,1.88067231594678
"8",0.994243765249848,5.39344939193688,24.6041790910737,2.92058931290305
"9",41.2591558427084,29.3651981567964,33.5659799723678,1.06512610009175
"10",8.8032088233158,27.70830384898,32.0949551582256,2.09977543480331
"11",39.530629837187,27.1238954339642,30.7708450806599,1.0789879652578
"12",47.827855652431,9.52505445410497,24.7353523532998,0.395292971311773
"13",42.1237964581233,25.0928525321651,30.3788685329164,0.971968564235619
"14",43.5628648754209,27.7439530966803,33.3812355345624,0.98112628998859
"15",48.8294317524415,6.13212362560444,24.6057870795462,0.251869276386535
"16",51.0866549671628,7.59565539401956,27.1699751240316,0.283336463850757
"17",44.1424224807415,24.7351018767804,31.2771098934333,0.912175698416363
"18",22.0194919542409,32.8789274441078,33.0137440785765,1.66120024452097
"19",43.092300912831,23.6100466030184,29.7450105550011,0.916946650061294
"20",38.8426541548688,28.4519295308273,31.6406600449243,1.11798446336144
"21",42.2293557419907,24.891276469687,30.2725344755682,0.965334946413443
"22",1.49163568811491,9.78183139790781,25.46227440975,2.74728443470778
"23",47.5726242573,8.24532630294561,24.0314121870376,0.350221841778094
"24",1.21995627461001,5.17715975339524,24.3370799952179,2.9272274177697
"25",10.4651665557176,30.1481929349247,33.4690143340744,2.02003215171107
"26",49.3424067662563,5.62724029272795,24.9843671219821,0.22717955892619
"27",17.2112786604557,28.5364347137511,29.5802685294987,1.83724593634622
"28",44.6157544502057,25.9254149417393,32.5100747853973,0.923070219914945
"29",48.5725271077827,7.41639063507318,24.711675060569,0.304815172115979
"30",4.78832829324529,20.4173278724775,28.7294091591504,2.35113272614582
"31",47.8642119683791,18.3878961338196,29.3408744444181,0.677309872551249
"32",49.4752729954198,8.85400256165303,26.0275306082249,0.347106558154887
"33",25.8857795340009,31.4224203648046,31.4349026873846,1.54261437870243
"34",49.0882231432479,8.32537758885883,25.4863572563043,0.332767717578539
"35",36.3462182909716,30.2299598071259,32.2891179725743,1.21173615606519
"36",48.5133649986237,7.90607140492648,24.8069405332117,0.324361883412823
"37",47.4681883046869,21.7255277938675,31.2540884304275,0.768595081875337
"38",42.0416623866186,23.647405677475,29.1482083870444,0.946340884593244
"39",1.8734122896567,6.34722457686439,23.9817914041748,2.87373251395756
"40",46.4287115246989,21.2403032716829,30.1718438396103,0.780982616672386
"41",5.64780270634219,22.2990024101455,29.5254644092236,2.28556259715744
"42",11.7605171990581,27.3960694728885,30.4274305093245,2.02096419946345
"43",1.56003294000402,8.88392747170292,25.0670345892005,2.77931304098595
"44",7.04976018308662,22.9942379998975,29.1709802831621,2.23362089085177
"45",5.87648452515714,21.1193097138312,28.4909474553809,2.30664129922946
"46",44.7411521573085,20.4732832703739,28.4406120955049,0.803601831654075
"47",44.5720058360603,19.546655645594,27.6610766127099,0.784750130311511
"48",49.0668763474096,6.2836653762497,24.8736605203613,0.255390504984963
"49",13.6331984254066,29.4900030815043,31.6048170344856,1.93869347292285
"50",1.6090859642718,5.25912674516439,23.9748466845678,2.92043402140504
"51",14.7538404827937,30.3831847312395,32.0643368754861,1.89605089879997
"52",2.35578905977309,6.45544819231145,23.5464031323068,2.8638780156128
"53",43.5374733228236,22.2767226765864,28.9808607602317,0.876759508656187
"54",13.8873120187782,28.6884930178057,30.7655889883597,1.9403562602186
"55",47.789608245017,9.92460413952358,24.8568705047034,0.410720552836325
"56",2.82659823959693,18.1382478694431,28.6470902780999,2.45596111423687
"57",43.7211778338533,24.0438102332409,30.4727305966968,0.909223778736835
"58",1.69689404172823,5.69254265981726,23.9883261032587,2.90200229582485
"59",2.15973249892704,7.36366404709406,23.9979450728398,2.82971567471351
"60",2.33027633675374,5.9197092524264,23.4298811051446,2.88616791153021
"61",44.566295202123,18.7121122982353,27.0736597932084,0.763086859997645
"62",46.5607639350928,7.81748613808304,22.9342458124073,0.34783705301171
"63",44.229797589127,21.5880257228855,28.9106895443668,0.843108480852598
"64",47.2507205714937,5.38775318698026,22.8937207625696,0.237565904393543
"65",11.9605685693678,27.9589611445554,30.8501260988819,2.00718603615938
"66",21.9410374299623,31.3391035313252,31.4880399858742,1.66809659112167
"67",2.08746166108176,9.25611943379045,24.7115390072126,2.75766325224541
"68",0.789653262356296,5.85097797866911,24.9073248757029,2.90446674803621
